Date,PBW,PBD,SPY,URTH
2019-02-26,146.03293339677234,120.59114032090936,123.383506816592,119.11807008974161
2019-02-27,146.1038753976101,120.19017649040276,123.34054708795065,118.86784121657857
2019-02-28,145.82028827849498,119.62657186565056,123.15429368232242,118.62838957258752
2019-03-01,146.8156693485237,119.70753765430366,123.77867318486442,119.29132458826533
2019-03-04,145.6893064603051,119.70753765430366,123.41492613315377,118.85985274230788
2019-03-05,145.19091062944733,120.19297795594872,123.2789186560193,118.85985274230788
2019-03-06,141.6488653648923,118.42163926289409,122.6732264088866,118.3352785928431
2019-03-07,140.9441226602888,116.78229653837005,121.83668621526567,117.34937858452537
2019-03-08,139.67404366598944,115.86563273272633,121.63668683669191,117.1988577107517
2019-03-11,143.11710018095252,117.71592126932877,123.08681112082805,118.50916025110836
2019-03-12,143.40971145841985,118.21138304734473,123.4639077246789,118.70373294608514
2019-03-13,143.9932265822963,118.78656541698638,124.12582985719042,119.5033639044143
2019-03-14,143.81193855764488,118.29637369260449,124.06185293313973,119.32204473330341
2019-03-15,143.6303143543682,118.2142700092607,124.11520116707439,120.08271475489406
2019-03-18,144.68563065843736,118.70728123001868,124.47778657908397,120.47707923277697
2019-03-19,145.3338132375106,118.62552100449302,124.50258285562145,120.51074789698642
2019-03-20,145.58425936600244,118.95285292739773,124.2015891863981,120.30879534372426
2019-03-21,144.2280814148706,118.789717059614,125.33105938040772,121.01706392655407
2019-03-22,140.4654221126124,116.4204362812163,123.40642524460135,119.0635029037485
2019-03-25,139.71353955595356,115.83466476706157,123.33122687214721,119.07488228053043
